src,dst,wgh
YI,DH,94.0
YN,QN,184.0
NP,ZU,387.0
OU,J,85.0
TH,VW,646.0
NF,I,185.0
GC,HU,677.0
ZF,JU,376.0
NJ,DX,183.0
TJ,XQ,472.0
CJ,KJ,345.0
GB,D,219.0
PL,MZ,409.0
CN,OY,20.0
PO,XK,896.0
WV,TN,725.0
II,VL,907.0
VJ,AX,832.0
ZB,SR,792.0
RN,WB,775.0
CH,WB,499.0
RV,QS,874.0
RQ,DM,724.0
CK,DM,538.0
TA,TH,171.0
FX,IA,798.0
OC,TH,202.0
PH,VW,136.0
EH,I,858.0
FW,J,709.0
IE,BI,432.0
GL,LF,442.0
GO,VQ,152.0
ID,VR,956.0
VJ,OJ,429.0
YR,FR,123.0
I,TR,47.0
QB,QX,322.0
GI,T,418.0
XG,KF,815.0
JV,EH,151.0
NS,GH,931.0
AU,IG,563.0
RF,KV,100.0
TI,O,457.0
EC,O,628.0
GH,UC,846.0
EW,YQ,457.0
CR,EC,844.0
BH,RH,941.0
WZ,IR,373.0
VO,NF,379.0
GI,NF,115.0
VM,KK,481.0
XB,KL,807.0
VR,XQ,135.0
LY,GM,454.0
MD,TS,195.0
ES,EN,978.0
TD,U,381.0
UB,OY,150.0
YY,GH,651.0
MF,VM,522.0
BC,RN,349.0
VK,WC,839.0
IH,KV,80.0
MP,UC,806.0
EJ,AE,384.0
YZ,K,818.0
QJ,KQ,417.0
DD,RY,137.0
TR,BY,1000.0
VG,BZ,277.0
ZO,LG,224.0
ML,Z,72.0
N,BY,329.0
QD,RT,18.0
TV,GN,190.0
IX,PU,381.0
M,WH,679.0
VX,PP,260.0
VS,CJ,430.0
KU,LQ,744.0
FC,PO,699.0
YF,RO,819.0
XF,P,166.0
YA,EI,896.0
MH,IW,977.0
EX,CI,698.0
UH,GX,898.0
SH,P,744.0
VZ,RJ,326.0
KW,NK,831.0
YC,GC,469.0
PT,ET,505.0
SG,TY,7.0
XW,NF,238.0
MY,WM,892.0
ON,WN,515.0
QV,YM,91.0
BE,SJ,561.0
DH,HC,333.0
BH,U,498.0
XU,YX,499.0
WI,GH,495.0
ZX,NQ,851.0
MZ,PP,145.0
QH,GX,988.0
JB,EY,981.0
LJ,GX,845.0
MT,WS,487.0
JA,ZH,13.0
LD,OA,805.0
MV,YM,168.0
BS,UN,126.0
OT,Z,360.0
FP,WN,139.0
SQ,BZ,534.0
HS,LG,141.0
YD,NV,202.0
LF,PU,955.0
MP,CP,956.0
DZ,NV,566.0
US,LB,840.0
QZ,NQ,440.0
QU,AK,433.0
UM,SE,116.0
WU,UD,151.0
WP,GX,390.0
OQ,DA,415.0
QW,CE,517.0
JI,FO,802.0
KV,CU,744.0
DP,AV,442.0
YQ,HI,936.0
AB,QQ,675.0
PF,NV,848.0
QP,AQ,770.0
VC,XD,744.0
SX,CP,421.0
EH,XC,65.0
SW,WY,434.0
XH,NQ,276.0
LQ,UZ,859.0
SV,OH,765.0
GI,XN,371.0
EI,QF,313.0
ST,LM,160.0
XB,UT,439.0
LN,JN,205.0
AP,SU,816.0
AK,FO,72.0
CS,HN,132.0
TI,XI,796.0
DX,KC,171.0
BX,CU,186.0
GF,MB,283.0
GK,ZH,869.0
RI,QA,539.0
XD,WN,614.0
LH,QQ,854.0
NK,FJ,970.0
AM,HI,125.0
TF,LW,149.0
GC,AP,887.0
JR,HY,925.0
ZF,CP,170.0
HR,AQ,174.0
LZ,JX,45.0
GD,XT,869.0
IG,MM,992.0
UR,AL,748.0
VL,ZN,289.0
GA,MH,178.0
GF,ZN,268.0
II,OG,895.0
ZB,LM,957.0
LV,SU,128.0
OD,UT,709.0
RV,JN,239.0
ZF,QB,252.0
PH,OR,414.0
EJ,XY,317.0
RK,DK,262.0
GR,ZX,161.0
CE,DK,844.0
NW,TF,652.0
NZ,AQ,273.0
RO,HZ,902.0
RR,SK,360.0
GO,OL,315.0
VJ,HE,950.0
XE,BG,244.0
PT,PB,503.0
NT,HT,235.0
GS,TA,673.0
IQ,XN,544.0
KF,XO,473.0
NX,MI,521.0
AU,BB,485.0
RF,DQ,262.0
TN,FP,195.0
JZ,BR,33.0
B,KY,469.0
MC,TK,826.0
PZ,VK,416.0
PU,IE,475.0
ER,EF,41.0
VK,BL,99.0
GJ,OR,506.0
VP,OR,683.0
OJ,MS,896.0
I,ZY,303.0
BG,BL,193.0
PW,JY,581.0
KQ,PH,518.0
VM,DF,181.0
VR,QL,123.0
KT,ZS,849.0
ZJ,FF,602.0
OL,OM,569.0
RT,FU,758.0
GV,PB,722.0
KN,DV,523.0
ZD,MI,951.0
OF,VP,388.0
MA,BB,37.0
QI,KI,225.0
DF,B,413.0
ZS,YE,132.0
XN,DQ,683.0
XS,QW,716.0
DG,WF,100.0
DE,TK,686.0
EO,GF,940.0
WC,IE,517.0
WH,VK,388.0
IW,PM,221.0
KO,ZY,963.0
KJ,MS,915.0
L,VZ,482.0
DI,XZ,539.0
FL,MS,528.0
MQ,GA,775.0
SG,H,961.0
GP,GQ,728.0
TV,I,887.0
IV,FU,505.0
BM,WK,60.0
SA,GK,395.0
WC,VQ,720.0
FH,VP,655.0
OM,WF,949.0
MH,BR,380.0
UK,KD,744.0
IT,RM,355.0
XU,EG,364.0
QO,CH,247.0
QW,ZY,984.0
SB,N,758.0
JL,KT,173.0
V,EA,192.0
SA,TW,2.0
KU,RX,345.0
QP,YK,495.0
UH,NE,703.0
FU,PC,364.0
UF,KJ,146.0
WI,C,662.0
OZ,PS,525.0
QH,S,766.0
QM,MY,420.0
SP,BR,231.0
UE,BS,739.0
HW,YE,242.0
YM,KZ,687.0
JG,KZ,593.0
MO,CH,692.0
V,RM,39.0
WG,KU,681.0
LI,UB,891.0
NQ,WA,923.0
BS,NI,619.0
SI,AD,7.0
HK,JK,324.0
FK,CC,475.0
YD,GQ,81.0
LF,IP,952.0
AH,RW,544.0
BW,RX,203.0
FZ,NY,968.0
AC,EQ,291.0
SP,PD,902.0
GC,YJ,250.0
HM,LE,239.0
YM,YL,510.0
NJ,UM,498.0
UR,YF,378.0
UM,KZ,225.0
YJ,MZ,108.0
DS,FC,708.0
QT,NO,885.0
VJ,RM,987.0
YW,WA,100.0
HX,CX,34.0
YV,NJ,258.0
YQ,AD,370.0
NX,WQ,381.0
Z,GQ,240.0
UX,CS,767.0
TC,IQ,946.0
HZ,ER,58.0
LR,WL,214.0
JM,BX,623.0
PJ,LF,274.0
EG,HG,626.0
RH,PS,699.0
EE,EL,221.0
HY,ZA,664.0
KB,NT,238.0
NO,SH,29.0
PG,T,519.0
GI,QI,165.0
UY,YV,339.0
UT,LP,421.0
XB,NO,421.0
HQ,AI,651.0
YL,AJ,207.0
NN,JQ,343.0
JZ,ZL,684.0
WY,CC,143.0
YN,CD,285.0
PP,SS,79.0
EZ,WQ,356.0
TK,RX,568.0
EE,RX,958.0
PR,UM,331.0
CO,JF,387.0
IG,FH,786.0
IL,SN,162.0
LY,XB,943.0
YZ,CN,452.0
ZE,PT,636.0
PV,ZB,630.0
PQ,LV,31.0
CS,NU,156.0
PO,JA,431.0
EQ,SH,753.0
LX,OK,783.0
ZB,EH,731.0
OD,NO,611.0
UA,WW,498.0
VF,ZL,295.0
IC,OE,399.0
KF,CX,471.0
LZ,QE,291.0
LU,CY,719.0
RP,JL,743.0
GM,FM,5.0
IG,ST,548.0
IB,FN,35.0
XF,CS,166.0
KD,OP,369.0
XO,UN,747.0
ML,QO,232.0
VJ,Z,823.0
KL,JG,289.0
GO,HG,569.0
NY,NU,811.0
NT,AO,166.0
TV,XC,623.0
IQ,QI,160.0
XL,JB,200.0
ZG,DD,588.0
BK,OJ,213.0
CZ,OK,173.0
SD,LP,666.0
GM,SY,284.0
TS,LQ,167.0
BE,VM,587.0
SH,QE,105.0
GL,KH,262.0
HE,MF,1000.0
IJ,OU,543.0
GJ,HM,840.0
VP,HM,417.0
IR,JL,20.0
ZM,JM,750.0
MB,DO,90.0
BD,MV,440.0
UE,MA,902.0
EY,MA,310.0
XR,QO,981.0
BA,BJ,379.0
OL,HH,418.0
DN,QO,957.0
TY,TD,897.0
UB,AO,617.0
XV,VD,960.0
OA,BE,183.0
DH,XR,30.0
FP,ZQ,487.0
GU,F,139.0
VK,HS,504.0
KH,DT,857.0
SP,ZL,530.0
TZ,MG,201.0
DJ,ZL,386.0
HB,OF,44.0
KJ,FN,306.0
DD,DO,349.0
GV,VI,335.0
TW,AU,779.0
ZY,XI,502.0
WE,CT,33.0
OT,QO,1000.0
CX,KR,452.0
SQ,SO,424.0
GP,L,45.0
IX,BK,324.0
VY,JW,748.0
LA,TD,173.0
BM,PF,470.0
DU,RE,437.0
MM,HS,109.0
Z,QY,736.0
SJ,RA,890.0
DR,FS,217.0
FG,FT,999.0
UK,CY,91.0
VZ,CZ,904.0
NB,TO,553.0
LB,MG,204.0
LG,ZM,880.0
KW,A,76.0
QR,FN,782.0
HD,BP,757.0
UO,HN,544.0
KV,TJ,51.0
DK,EE,160.0
FS,GD,557.0
YA,DK,430.0
HF,DJ,648.0
LS,ZW,321.0
BZ,IS,673.0
UK,QK,476.0
LK,BE,69.0
SM,NB,392.0
FO,PA,815.0
HR,DT,280.0
HW,QZ,131.0
WM,ZM,912.0
MT,II,463.0
BV,RP,590.0
DY,GI,882.0
FS,TP,273.0
UR,DO,101.0
UW,QU,825.0
WL,QV,366.0
NQ,OV,433.0
BS,GD,629.0
UV,ID,851.0
EA,IC,287.0
HK,CF,119.0
LC,TZ,982.0
OU,IT,631.0
AH,KR,616.0
GE,TZ,158.0
SZ,GO,675.0
QZ,G,492.0
VJ,KH,281.0
XY,R,771.0
CK,MW,319.0
FX,RK,684.0
LP,NM,987.0
YV,GE,911.0
VH,VZ,593.0
LR,PG,24.0
NU,DZ,869.0
HT,EP,620.0
LQ,GP,755.0
LO,DU,549.0
CQ,UJ,690.0
AL,V,176.0
MA,EE,335.0
NP,EF,623.0
ZH,UA,741.0
RB,AC,648.0
TJ,CB,474.0
TO,PH,266.0
LY,PW,444.0
ZE,IO,95.0
BA,ZD,508.0
PV,RW,160.0
A,RV,658.0
RT,WJ,291.0
VQ,YJ,389.0
XT,NC,415.0
KI,HE,195.0
II,W,663.0
AZ,QM,295.0
MA,RQ,754.0
RN,AM,789.0
OD,GJ,967.0
DF,PQ,714.0
KP,WE,141.0
QC,FA,209.0
PH,AH,871.0
TX,EF,42.0
IG,LO,866.0
IZ,NM,852.0
CY,OC,880.0
FG,QB,121.0
KI,UQ,265.0
GO,AB,139.0
F,QR,385.0
BN,SQ,372.0
FA,XE,177.0
IS,LY,375.0
IX,ZE,355.0
XI,UL,638.0
ZL,JE,320.0
IV,WJ,863.0
IQ,JD,231.0
BK,HE,261.0
QA,PR,9.0
SD,EK,288.0
EX,LS,369.0
FC,YY,330.0
XF,IZ,486.0
G,JU,74.0
MH,SG,198.0
OK,GZ,38.0
CT,OI,14.0
UH,QH,508.0
EW,DB,191.0
TM,LO,660.0
VU,NN,395.0
IJ,HP,689.0
KR,JO,699.0
RL,M,127.0
SB,QC,774.0
CQ,CW,494.0
GY,MD,419.0
VT,EW,135.0
UE,EV,355.0
QL,HK,15.0
RY,EQ,771.0
HA,NX,809.0
ZY,CR,811.0
OK,UL,1000.0
QS,WK,953.0
GZ,FG,275.0
JC,WZ,535.0
DE,FA,962.0
UE,SH,968.0
JB,OI,514.0
HB,HA,203.0
XR,WV,674.0
QL,UW,388.0
WB,OD,989.0
VW,AX,942.0
MS,XL,334.0
ZR,AC,467.0
CX,DM,217.0
UQ,SR,633.0
DV,SQ,49.0
FK,SR,678.0
DC,QS,817.0
YD,XF,740.0
XY,JZ,398.0
ZS,XG,474.0
YG,EQ,990.0
LA,LY,269.0
VY,CR,958.0
AC,VF,161.0
MP,LZ,830.0
FE,ZU,691.0
UN,HF,222.0
KZ,DH,802.0
ZP,LU,450.0
SJ,JV,180.0
AD,OI,450.0
OO,JP,503.0
UG,FR,194.0
WO,HQ,535.0
UO,AI,244.0
YB,EW,484.0
MY,AX,973.0
QV,CX,991.0
JK,QS,425.0
KU,DN,656.0
NC,FM,486.0
Z,XF,195.0
VA,AS,764.0
WK,QN,331.0
PE,OO,681.0
WJ,HW,691.0
HW,JU,878.0
WM,SH,479.0
RG,XQ,675.0
PG,QI,337.0
TO,ZP,483.0
ED,MJ,692.0
FN,E,467.0
ST,UW,644.0
UW,JP,557.0
HQ,QX,408.0
JY,SW,380.0
LN,SX,955.0
AF,BS,963.0
RD,ME,944.0
XA,VM,132.0
UV,AY,821.0
YI,FM,3.0
TH,YB,658.0
PS,QS,80.0
CM,YA,729.0
TF,VG,171.0
UP,IB,659.0
LZ,TH,877.0
YK,HG,635.0
SZ,J,560.0
DT,J,564.0
UR,JV,618.0
LW,HV,138.0
CN,RD,814.0
QT,E,112.0
VG,VR,429.0
FV,IL,196.0
DV,BD,603.0
NF,OZ,652.0
PI,DS,881.0
CH,YG,458.0
CK,FR,615.0
SZ,MV,277.0
YP,GC,366.0
RJ,ED,424.0
FQ,IR,54.0
GJ,KP,723.0
XJ,XW,219.0
XE,KQ,877.0
KB,J,885.0
I,VW,782.0
NT,RD,551.0
NO,DX,149.0
RQ,TD,953.0
GN,PE,206.0
XB,E,642.0
HV,E,600.0
IA,MK,921.0
NS,IM,631.0
CU,RT,940.0
AU,KL,625.0
TI,BT,703.0
UX,BU,807.0
GH,WH,654.0
XD,AY,730.0
AJ,EI,88.0
ER,NP,130.0
CR,GH,243.0
EZ,IG,131.0
WZ,KW,697.0
MJ,OU,649.0
D,WC,30.0
PW,TI,62.0
VM,MP,173.0
ZJ,OP,797.0
ZE,BJ,613.0
PV,KR,942.0
RT,PE,283.0
UB,RD,993.0
EQ,DX,620.0
ZD,VS,526.0
KH,UI,574.0
KK,BT,840.0
M,LA,472.0
R,YG,369.0
WC,RO,797.0
ZP,WC,495.0
MM,KV,163.0
AV,SE,581.0
MR,YB,494.0
AY,P,878.0
FL,WC,635.0
TR,ED,865.0
GT,GC,60.0
SG,IR,732.0
IS,ET,387.0
ZL,BZ,460.0
KF,BZ,879.0
OS,YM,414.0
CZ,AA,961.0
EX,EN,397.0
YF,TT,93.0
VU,GI,149.0
KT,ED,472.0
DK,UT,356.0
BK,NL,238.0
TY,ET,936.0
SD,KR,331.0
HF,TY,180.0
QK,UO,943.0
OK,NG,644.0
BH,BZ,358.0
FP,LG,979.0
WI,IM,823.0
ZS,CP,443.0
MU,EO,174.0
MZ,RU,974.0
T,ZC,907.0
OH,BU,237.0
FE,FD,898.0
JB,HD,259.0
LJ,JC,643.0
MT,YX,333.0
KO,EJ,423.0
BQ,UY,318.0
L,AK,634.0
ZZ,RP,112.0
FN,WY,532.0
TY,SF,485.0
WB,GY,316.0
UB,Q,781.0
JD,IX,852.0
AF,ZM,13.0
ZW,GD,775.0
SI,JN,494.0
SN,WT,796.0
BM,AV,12.0
OX,GT,13.0
DU,CU,74.0
RA,YM,162.0
FE,SP,760.0
HH,HI,553.0
UN,AA,367.0
SZ,XD,24.0
DT,XD,750.0
GB,ZC,421.0
CD,OL,858.0
SW,LR,534.0
DQ,LR,209.0
DV,YX,323.0
WT,NR,988.0
JN,UZ,174.0
ND,GY,851.0
S,BA,113.0
CA,CZ,709.0
CF,QF,831.0
HC,HO,46.0
WQ,CF,840.0
AU,UT,834.0
Z,QA,736.0
SX,EU,156.0
HU,AV,295.0
WK,JI,708.0
PJ,UP,606.0
BY,OR,849.0
EG,QQ,10.0
SR,LX,491.0
SW,ZD,837.0
UZ,NW,249.0
TO,SK,554.0
XB,WY,150.0
HV,WY,821.0
YQ,WZ,162.0
JY,LR,324.0
AP,UZ,454.0
PA,QG,558.0
RI,SF,804.0
EC,ZN,902.0
WV,BB,248.0
XA,OH,908.0
RD,EZ,367.0
HU,OH,180.0
LC,FP,561.0
NP,UU,928.0
GC,CU,273.0
ME,ZI,556.0
LZ,MC,808.0
PM,QQ,377.0
NM,JI,142.0
TE,FK,21.0
GD,ZY,409.0
CJ,FJ,968.0
WW,XE,90.0
YZ,LX,620.0
NL,AR,171.0
II,QL,208.0
YW,AL,723.0
LV,UZ,116.0
OD,WY,396.0
PN,JT,815.0
PS,WZ,458.0
ZB,NR,338.0
FZ,FV,517.0
VI,QG,797.0
AR,IJ,706.0
TX,UU,175.0
IB,OX,429.0
EM,HO,1000.0
NR,IE,585.0
KC,AV,962.0
PZ,KD,926.0
AY,XJ,37.0
KD,XZ,583.0
VJ,JJ,758.0
XJ,QR,551.0
KG,FK,492.0
NY,XE,253.0
NT,JY,748.0
GS,VF,378.0
ZL,ZT,163.0
KF,ZT,222.0
XG,FF,135.0
MI,OM,666.0
SD,UZ,627.0
GH,PC,355.0
TS,VA,488.0
JZ,DW,757.0
KX,TA,207.0
MC,VP,612.0
PZ,XP,318.0
XX,SV,535.0
OJ,OX,842.0
D,OX,374.0
PW,MD,978.0
RZ,AW,286.0
EY,VK,471.0
BF,XZ,583.0
DI,MS,761.0
IF,EB,649.0
P,PH,115.0
OA,KO,763.0
OF,XU,131.0
BC,MN,342.0
KH,ND,314.0
XN,FV,140.0
DG,YK,325.0
WH,XP,211.0
HB,XP,743.0
IW,RR,478.0
XP,HP,943.0
MM,DQ,444.0
SJ,MY,175.0
QJ,FQ,602.0
FG,BR,423.0
KI,GG,823.0
LG,VK,982.0
K,PN,42.0
ZR,QR,649.0
NV,KU,361.0
PY,N,844.0
AS,N,149.0
FA,IU,64.0
DA,BM,515.0
TV,BN,168.0
SL,OS,934.0
ZV,VG,836.0
ON,EB,687.0
FC,KO,870.0
IZ,MO,640.0
OM,YK,849.0
MM,RC,752.0
OP,FV,69.0
CT,Y,446.0
SE,NE,925.0
FB,BX,99.0
XZ,TR,126.0
LB,VQ,523.0
QO,EM,872.0
BN,RS,560.0
DL,WF,11.0
QM,BR,648.0
UO,QX,674.0
HD,KZ,580.0
UJ,DR,587.0
WM,VK,782.0
YB,VL,511.0
MY,RM,952.0
YA,MU,558.0
HF,MT,614.0
MX,IV,434.0
XV,O,619.0
SN,CC,812.0
DM,PI,43.0
HE,EC,740.0
WF,TW,593.0
WI,BH,119.0
LK,KO,435.0
QO,RY,21.0
BW,GQ,525.0
QH,BX,31.0
UU,YK,267.0
FO,YK,584.0
UE,DX,511.0
YM,NE,904.0
JG,NE,150.0
DJ,DW,530.0
MT,RS,652.0
BQ,NT,647.0
QL,GM,772.0
Q,GL,975.0
QY,PN,44.0
WV,YV,974.0
HK,LP,784.0
HP,YV,689.0
JS,NO,949.0
OU,SD,264.0
LF,KU,439.0
SK,EC,838.0
HH,AD,503.0
JP,CC,36.0
AG,LK,462.0
NH,TW,423.0
DT,PY,378.0
RE,VW,208.0
DO,CS,469.0
JJ,JF,501.0
KY,JG,208.0
WU,PD,232.0
AA,SN,405.0
HJ,BX,619.0
CI,UM,78.0
CD,HG,662.0
JO,WL,592.0
TB,RS,374.0
DQ,EM,761.0
SW,EM,760.0
JN,NU,435.0
UL,EN,204.0
LQ,CN,288.0
FV,ZA,225.0
WT,GM,573.0
PD,HB,194.0
X,HB,125.0
PI,UH,979.0
WN,NP,581.0
HC,AJ,213.0
FR,EX,210.0
JJ,WR,787.0
CG,CD,478.0
SW,RY,973.0
HO,AT,189.0
LQ,PZ,255.0
AN,MA,642.0
UT,NU,166.0
ST,GM,533.0
YL,CO,198.0
A,NT,55.0
VA,U,110.0
CR,WW,460.0
EZ,YV,742.0
TK,UC,48.0
XH,WC,467.0
ME,SD,930.0
LZ,EX,72.0
BB,OE,298.0
PR,WR,700.0
CO,LK,3.0
WW,PZ,702.0
YZ,ES,354.0
ES,XH,806.0
EN,KB,249.0
VG,HH,731.0
WV,HI,596.0
EQ,UM,453.0
GA,HH,855.0
NV,VC,20.0
PS,PU,943.0
TV,LV,437.0
EU,ZB,99.0
DF,ZA,328.0
VI,JB,596.0
RP,LQ,971.0
EJ,SY,750.0
IZ,WW,165.0
CY,XM,186.0
J,QD,488.0
GL,A,644.0
GT,WR,92.0
MG,FN,562.0
KL,LL,111.0
NT,CT,608.0
TV,ZH,463.0
TQ,MB,209.0
GN,AU,232.0
ZL,SO,901.0
C,OP,534.0
GM,VD,254.0
TS,NV,119.0
B,FY,291.0
BH,FC,68.0
VU,WX,631.0
GJ,JR,125.0
OJ,HS,857.0
SB,ZM,215.0
CL,A,130.0
OH,EX,317.0
VT,OG,727.0
KQ,KH,475.0
QL,QU,384.0
BF,QU,306.0
TY,VI,890.0
GV,KB,194.0
IK,KC,907.0
ZY,MB,612.0
MS,TJ,395.0
QN,SO,413.0
WI,ZB,657.0
ZS,TE,224.0
OE,HY,793.0
PC,XC,446.0
QH,ZR,868.0
OH,SJ,120.0
TZ,OL,78.0
EO,BF,812.0
IW,KM,957.0
HB,QK,808.0
QG,RA,256.0
LG,OF,402.0
ZR,JM,793.0
OO,FN,798.0
SL,HN,561.0
WD,ZH,383.0
IV,AU,855.0
NI,XH,557.0
OS,KC,21.0
BM,RK,944.0
SF,OQ,596.0
QF,HI,215.0
WC,QQ,38.0
FH,QP,466.0
IZ,FJ,361.0
W,IS,837.0
BJ,FY,986.0
SJ,TF,796.0
FG,HY,695.0
XU,G,863.0
VZ,FE,556.0
Y,KM,612.0
OO,SZ,796.0
QW,UY,556.0
QR,HS,581.0
WJ,DU,25.0
JI,YI,520.0
HI,RA,734.0
QQ,B,205.0
FS,II,160.0
HC,YD,988.0
HF,FO,180.0
BZ,KX,505.0
QK,GE,858.0
QP,TK,929.0
SX,VJ,402.0
UH,IE,823.0
WF,MR,459.0
JC,BK,597.0
ZX,BL,435.0
MZ,DK,741.0
CG,ZX,334.0
UU,RF,150.0
HO,YN,517.0
YM,FZ,833.0
ZZ,DF,646.0
LI,PB,693.0
RD,VO,738.0
SN,IJ,326.0
HP,RQ,244.0
UV,KI,608.0
VA,XO,769.0
OU,KY,617.0
BR,R,840.0
DZ,BQ,447.0
RA,KC,366.0
CJ,VY,881.0
SZ,IT,565.0
RE,OR,323.0
WU,HY,816.0
LW,RF,15.0
AF,YO,442.0
AA,LI,84.0
NG,EA,193.0
AI,FZ,909.0
QY,VU,341.0
FQ,EP,838.0
JN,GP,560.0
JS,TV,63.0
X,W,889.0
EK,WJ,957.0
HZ,R,303.0
YP,PM,361.0
WP,IE,133.0
NR,YT,166.0
LM,EF,716.0
AO,NM,288.0
AJ,AG,176.0
BY,AH,455.0
EL,PM,336.0
RM,XY,715.0
RH,KS,387.0
XE,UA,966.0
VE,MS,407.0
AN,EV,487.0
EF,WP,457.0
GN,YO,156.0
UT,GP,752.0
YQ,IP,773.0
PV,GP,451.0
AU,TV,368.0
UX,LE,839.0
XA,X,898.0
PP,NS,725.0
AE,AM,99.0
NU,TQ,43.0
CR,PR,602.0
AJ,NS,239.0
TF,R,509.0
IM,WE,170.0
OE,SG,450.0
ME,KY,420.0
PR,PM,790.0
CO,EF,752.0
TO,RM,411.0
LT,EV,697.0
PQ,GV,840.0
RT,YO,882.0
PO,EA,672.0
GA,AC,83.0
KN,WP,991.0
AZ,SR,201.0
NV,NX,41.0
DF,RV,851.0
EU,RW,745.0
TA,X,752.0
VN,PC,895.0
ZV,YJ,578.0
IH,WK,325.0
QC,HF,561.0
BB,UL,964.0
AW,HF,228.0
RP,EL,636.0
XM,NT,810.0
GR,NS,231.0
XP,YE,847.0
OB,UG,703.0
TR,NN,759.0
ZO,WV,310.0
XO,PN,450.0
IT,WU,664.0
F,SW,243.0
ML,LO,367.0
I,AH,232.0
PT,CW,488.0
GH,AS,159.0
G,LZ,293.0
KC,X,908.0
BE,QM,111.0
OK,JE,287.0
UH,SM,966.0
EW,FG,398.0
SH,LE,124.0
IO,XA,578.0
YC,RR,347.0
IR,EL,3.0
BI,VB,359.0
D,AN,828.0
EV,ZP,148.0
Q,JO,393.0
OL,CH,528.0
TY,OD,675.0
SD,UB,310.0
HA,QC,866.0
IK,CX,933.0
ZD,AD,977.0
OK,WQ,467.0
ER,FM,63.0
FK,HK,494.0
HE,UR,80.0
VK,CS,835.0
WD,EQ,530.0
OU,VG,34.0
QH,SM,622.0
DJ,UL,214.0
WH,JF,15.0
ZP,AN,633.0
Q,XA,654.0
GQ,DC,392.0
LD,ZP,870.0
ZY,SI,262.0
JD,SH,80.0
LG,HA,400.0
ZR,CH,443.0
QI,LP,176.0
WA,HR,731.0
FF,HQ,514.0
FK,UW,798.0
LA,OD,111.0
QX,XL,663.0
AB,OT,283.0
W,BN,602.0
DO,TH,801.0
BO,LZ,963.0
XZ,FH,662.0
JM,HF,929.0
MW,BI,664.0
Y,DH,389.0
UG,HW,362.0
DL,HV,831.0
FT,JU,121.0
LQ,TC,590.0
PD,XQ,143.0
S,KK,242.0
ST,JP,71.0
HC,QY,541.0
LS,UW,405.0
W,OZ,473.0
PA,ME,819.0
SX,OE,929.0
HZ,XL,106.0
WK,SS,328.0
YN,HL,8.0
LH,OT,727.0
YS,UR,794.0
PE,QT,79.0
CG,SS,905.0
SR,VH,668.0
SM,IB,947.0
UZ,XG,511.0
CA,ZV,104.0
ED,OO,437.0
YL,TD,79.0
LN,VC,388.0
NQ,JV,464.0
JX,MK,853.0
AE,YG,885.0
FZ,BT,19.0
UU,XM,779.0
JU,AY,763.0
NM,SS,736.0
NH,FM,631.0
CE,BN,540.0
WU,AT,761.0
LW,KA,865.0
PL,RJ,739.0
AF,RJ,44.0
QY,OP,389.0
RR,QN,173.0
II,ZV,746.0
EK,PE,653.0
TA,XR,489.0
WS,ML,315.0
IA,BD,672.0
AU,E,7.0
EH,DS,110.0
RO,TO,249.0
GL,PP,120.0
TM,YB,328.0
CW,IG,512.0
VE,FN,412.0
KG,OU,390.0
PW,IB,626.0
CQ,PJ,82.0
GI,ED,62.0
IK,NF,478.0
RX,IM,445.0
BH,VR,988.0
ZC,BU,789.0
VO,RP,761.0
EO,EI,221.0
WW,BP,474.0
ZE,DO,463.0
BA,UD,556.0
OG,MV,992.0
TD,EE,862.0
AZ,LM,240.0
NV,GS,271.0
BC,VX,968.0
GP,ET,926.0
KH,WN,378.0
XI,BZ,867.0
ZV,RE,703.0
OE,YN,352.0
KK,DY,882.0
VN,HX,199.0
GW,TT,745.0
GR,GN,338.0
ZP,YH,402.0
XP,QZ,374.0
KJ,YH,447.0
OB,NB,251.0
AV,UJ,886.0
CY,JC,728.0
FG,LB,947.0
TR,GI,315.0
XO,II,756.0
ML,EJ,401.0
MQ,RP,596.0
N,GI,182.0
EV,EY,239.0
FA,SE,378.0
XI,PL,618.0
KV,YR,791.0
IQ,ED,340.0
ZL,EE,967.0
ZQ,RK,836.0
QC,NM,126.0
FC,TY,342.0
KU,QA,131.0
IU,IS,332.0
YA,IS,860.0
XF,DZ,536.0
ZN,FY,990.0
MC,AA,973.0
SH,DZ,616.0
FG,YN,532.0
XU,PV,759.0
IJ,CP,819.0
UK,VS,363.0
KW,RU,24.0
MG,EP,122.0
QR,YH,551.0
EV,SK,614.0
BL,YH,43.0
HD,UJ,103.0
VT,W,128.0
JL,WI,403.0
ZG,EK,999.0
RY,Q,171.0
SD,MW,415.0
BU,OG,569.0
QS,RK,889.0
DM,YS,977.0
UH,YT,827.0
KM,EU,120.0
XX,KS,535.0
BR,CU,557.0
BW,QA,490.0
QH,LH,266.0
FJ,UO,753.0
WH,CA,110.0
OR,CP,41.0
L,CP,471.0
OW,PV,509.0
OV,HE,387.0
BS,YX,831.0
JS,WY,596.0
WD,KX,470.0
YG,Q,993.0
AC,QF,387.0
BM,DA,706.0
FZ,ZN,878.0
DZ,SF,147.0
QX,QG,767.0
FH,CF,479.0
JU,YS,232.0
WP,LH,328.0
NB,HJ,904.0
DS,QR,948.0
FQ,VE,787.0
UG,AR,394.0
UL,NX,132.0
JI,JY,673.0
FY,PV,458.0
XY,SL,270.0
X,QL,533.0
