src,dst,wgh
IF,AU,691.0
RK,YA,177.0
YA,RK,177.0
TS,ZZ,940.0
ZZ,TS,940.0
EM,ZZ,864.0
ZZ,EM,864.0
BY,CD,311.0
CD,BY,311.0
CR,EB,906.0
EB,CR,906.0
EL,RI,333.0
RI,EL,333.0
RM,ZU,518.0
ZU,RM,518.0
IR,XU,27.0
XU,IR,27.0
KB,KP,933.0
KP,KB,933.0
KG,XV,501.0
XV,KG,501.0
AN,GR,854.0
GR,AN,854.0
CL,LE,259.0
LE,CL,259.0
JV,RS,754.0
RS,JV,754.0
MD,TR,857.0
TR,MD,857.0
NS,TS,445.0
TS,NS,445.0
A,IK,880.0
IK,A,880.0
IF,JA,737.0
JA,IF,737.0
JZ,WH,450.0
WH,JZ,450.0
GK,OY,253.0
OY,GK,253.0
AE,CI,217.0
CI,AE,217.0
ER,YV,612.0
YV,ER,612.0
EZ,TM,157.0
TM,EZ,157.0
XS,YA,67.0
YA,XS,67.0
IH,KU,969.0
KU,IH,969.0
ME,MU,748.0
MU,ME,748.0
CL,YQ,500.0
YQ,CL,500.0
RZ,TH,308.0
TH,RZ,308.0
EO,NJ,256.0
NJ,EO,256.0
IL,PJ,144.0
PJ,IL,144.0
AV,PY,856.0
PY,AV,856.0
DD,RX,796.0
RX,DD,796.0
EN,ES,108.0
ES,EN,108.0
EQ,PD,833.0
PD,EQ,833.0
K,UM,516.0
UM,K,516.0
MQ,NE,867.0
NE,MQ,867.0
N,BX,884.0
BX,N,884.0
CX,ZA,828.0
ZA,CX,828.0
AS,EM,573.0
EM,AS,573.0
RS,RT,170.0
RT,RS,170.0
DA,GL,851.0
GL,DA,851.0
QF,TM,821.0
TM,QF,821.0
EJ,NP,888.0
NP,EJ,888.0
GR,PO,403.0
PO,GR,403.0
IZ,RN,666.0
RN,IZ,666.0
J,KU,5.0
KU,J,5.0
QJ,YB,87.0
YB,QJ,87.0
FG,UC,525.0
UC,FG,525.0
GT,RI,84.0
RI,GT,84.0
F,US,562.0
US,F,562.0
BN,WR,790.0
WR,BN,790.0
N,PJ,675.0
PJ,N,675.0
BI,JL,498.0
JL,BI,498.0
UO,VW,798.0
VW,UO,798.0
IQ,NE,46.0
NE,IQ,46.0
C,JG,894.0
JG,C,894.0
KU,ZB,907.0
ZB,KU,907.0
B,AP,423.0
AP,B,423.0
MH,WH,904.0
WH,MH,904.0
OP,YG,306.0
YG,OP,306.0
BE,SI,844.0
SI,BE,844.0
DM,UH,828.0
UH,DM,828.0
FB,UI,454.0
UI,FB,454.0
EW,HC,107.0
HC,EW,107.0
HE,JB,658.0
JB,HE,658.0
IJ,LQ,840.0
LQ,IJ,840.0
IO,YW,552.0
YW,IO,552.0
KR,NP,301.0
NP,KR,301.0
MZ,PO,985.0
PO,MZ,985.0
T,WW,715.0
WW,T,715.0
QO,WX,991.0
WX,QO,991.0
UJ,WC,179.0
WC,UJ,179.0
MT,WR,930.0
WR,MT,930.0
Q,LK,596.0
LK,Q,596.0
BF,LL,405.0
LL,BF,405.0
JA,ZG,620.0
ZG,JA,620.0
BU,XH,360.0
XH,BU,360.0
P,CT,812.0
CT,P,812.0
FP,WM,260.0
WM,FP,260.0
GZ,JH,967.0
JH,GZ,967.0
FK,JG,492.0
JG,FK,492.0
O,XC,314.0
XC,O,314.0
MU,PU,802.0
PU,MU,802.0
BW,ZB,202.0
ZB,BW,202.0
R,EN,669.0
EN,R,669.0
QH,UI,230.0
UI,QH,230.0
BR,LV,68.0
LV,BR,68.0
DG,LW,146.0
LW,DG,146.0
HM,SI,272.0
SI,HM,272.0
LJ,UI,61.0
UI,LJ,61.0
MO,WX,923.0
WX,MO,923.0
L,LQ,742.0
LQ,L,742.0
DT,UX,394.0
UX,DT,394.0
BT,NP,704.0
NP,BT,704.0
AA,XM,137.0
XM,AA,137.0
OV,QF,767.0
QF,OV,767.0
AD,EX,564.0
EX,AD,564.0
SI,UT,254.0
UT,SI,254.0
UQ,WS,135.0
WS,UQ,135.0
FF,JM,184.0
JM,FF,184.0
HS,YR,903.0
YR,HS,903.0
LA,PZ,130.0
PZ,LA,130.0
DU,OA,342.0
OA,DU,342.0
HH,SO,911.0
SO,HH,911.0
US,YM,644.0
YM,US,644.0
JP,UN,992.0
UN,JP,992.0
W,DJ,734.0
DJ,W,734.0
AB,QP,467.0
QP,AB,467.0
FR,JW,32.0
JW,FR,32.0
HJ,UI,625.0
UI,HJ,625.0
NB,QK,739.0
QK,NB,739.0
PJ,SJ,912.0
SJ,PJ,912.0
Y,FD,709.0
FD,Y,709.0
AD,SJ,296.0
SJ,AD,296.0
DQ,WX,336.0
WX,DQ,336.0
DL,JR,799.0
JR,DL,799.0
FT,LQ,835.0
LQ,FT,835.0
FY,YW,223.0
YW,FY,223.0
CA,OF,308.0
OF,CA,308.0
HX,XN,720.0
XN,HX,720.0
SY,YR,908.0
YR,SY,908.0
HV,US,527.0
US,HV,527.0
AP,ST,102.0
ST,AP,102.0
BZ,FO,548.0
FO,BZ,548.0
FR,XI,987.0
XI,FR,987.0
HU,MB,604.0
MB,HU,604.0
LH,QP,481.0
QP,LH,481.0
AJ,ZW,493.0
ZW,AJ,493.0
PE,SP,601.0
SP,PE,601.0
BY,ZX,86.0
ZX,BY,86.0
CB,HI,901.0
HI,CB,901.0
HO,TE,742.0
TE,HO,742.0
EE,ZB,163.0
ZB,EE,163.0
HW,NV,53.0
NV,HW,53.0
LL,VE,935.0
VE,LL,935.0
BV,OL,79.0
OL,BV,79.0
ED,QK,835.0
QK,ED,835.0
HQ,UY,827.0
UY,HQ,827.0
PQ,SZ,415.0
SZ,PQ,415.0
AK,SZ,994.0
SZ,AK,994.0
TD,XN,920.0
XN,TD,920.0
BS,CZ,489.0
CZ,BS,489.0
GF,ZM,582.0
ZM,GF,582.0
EA,EY,743.0
EY,EA,743.0
XA,ZN,745.0
ZN,XA,745.0
LV,ST,755.0
ST,LV,755.0
NK,SU,286.0
SU,NK,286.0
IC,VI,792.0
VI,IC,792.0
GC,OA,394.0
OA,GC,394.0
EJ,XX,752.0
XX,EJ,752.0
CE,DJ,638.0
DJ,CE,638.0
AY,VD,579.0
VD,AY,579.0
AT,HX,438.0
HX,AT,438.0
VG,ZS,235.0
ZS,VG,235.0
KD,VT,138.0
VT,KD,138.0
ID,OL,327.0
OL,ID,327.0
KL,QK,596.0
QK,KL,596.0
NY,UY,554.0
UY,NY,554.0
KF,XN,463.0
XN,KF,463.0
LU,XO,315.0
XO,LU,315.0
AR,TP,514.0
TP,AR,514.0
CU,II,203.0
II,CU,203.0
CZ,VO,107.0
VO,CZ,107.0
AU,BA,401.0
BA,AU,401.0
KE,OW,621.0
OW,KE,621.0
KC,MB,483.0
MB,KC,483.0
E,VI,692.0
VI,E,692.0
NZ,OB,20.0
OB,NZ,20.0
AO,ID,315.0
ID,AO,315.0
DB,XI,528.0
XI,DB,528.0
EL,KD,39.0
KD,EL,39.0
RO,VK,4.0
VK,RO,4.0
GJ,OQ,538.0
OQ,GJ,538.0
IR,QP,944.0
QP,IR,944.0
KG,QQ,11.0
QQ,KG,11.0
D,MR,325.0
MR,D,325.0
EY,TE,797.0
TE,EY,797.0
GN,TF,826.0
TF,GN,826.0
KA,XT,67.0
XT,KA,67.0
BF,VT,519.0
VT,BF,519.0
CU,VU,612.0
VU,CU,612.0
RY,SZ,819.0
SZ,RY,819.0
KS,RA,207.0
RA,KS,207.0
ZI,ZN,148.0
ZN,ZI,148.0
OF,VO,397.0
VO,OF,397.0
ER,RQ,44.0
RQ,ER,44.0
BH,XN,923.0
XN,BH,923.0
EZ,MH,312.0
MH,EZ,312.0
IM,QV,210.0
QV,IM,210.0
DG,WE,477.0
WE,DG,477.0
OH,XI,608.0
XI,OH,608.0
ET,TK,885.0
TK,ET,885.0
HB,VJ,479.0
VJ,HB,479.0
KO,ZX,444.0
ZX,KO,444.0
LY,MS,138.0
MS,LY,138.0
AV,IT,696.0
IT,AV,696.0
ES,KT,471.0
KT,ES,471.0
UB,VE,647.0
VE,UB,647.0
EQ,HY,228.0
HY,EQ,228.0
GQ,PG,898.0
PG,GQ,898.0
K,NH,261.0
NH,K,261.0
AX,KN,201.0
KN,AX,201.0
SQ,ZS,683.0
ZS,SQ,683.0
GU,TV,179.0
TV,GU,179.0
KP,TA,104.0
TA,KP,104.0
H,BV,337.0
BV,H,337.0
AW,BW,89.0
BW,AW,89.0
GR,IJ,104.0
IJ,GR,104.0
BJ,KX,562.0
KX,BJ,562.0
J,DP,80.0
DP,J,80.0
SJ,YE,512.0
YE,SJ,512.0
FG,MX,284.0
MX,FG,284.0
DD,YE,415.0
YE,DD,415.0
IT,RL,825.0
RL,IT,825.0
GT,KD,451.0
KD,GT,451.0
BI,CG,52.0
CG,BI,52.0
OO,XY,456.0
XY,OO,456.0
FA,UA,254.0
UA,FA,254.0
BL,MR,370.0
MR,BL,370.0
IX,WA,890.0
WA,IX,890.0
IS,IU,61.0
IU,IS,61.0
ON,PH,961.0
PH,ON,961.0
H,PH,721.0
PH,H,721.0
DK,LI,113.0
LI,DK,113.0
DP,YO,257.0
YO,DP,257.0
BK,EA,202.0
EA,BK,202.0
EX,IO,192.0
IO,EX,192.0
FC,VU,307.0
VU,FC,307.0
IU,KO,966.0
KO,IU,966.0
NC,TV,482.0
TV,NC,482.0
OP,RB,797.0
RB,OP,797.0
FB,ND,101.0
ND,FB,101.0
UK,XO,589.0
XO,UK,589.0
JH,TP,198.0
TP,JH,198.0
KW,TQ,44.0
TQ,KW,44.0
BD,CM,663.0
CM,BD,663.0
CB,RQ,687.0
RQ,CB,687.0
JL,YE,397.0
YE,JL,397.0
PB,RL,180.0
RL,PB,180.0
BV,YT,379.0
YT,BV,379.0
LI,UA,26.0
UA,LI,26.0
BU,QC,683.0
QC,BU,683.0
U,IU,73.0
IU,U,73.0
MV,RG,108.0
RG,MV,108.0
QK,YP,998.0
YP,QK,998.0
BS,NH,499.0
NH,BS,499.0
JE,WQ,387.0
WQ,JE,387.0
FP,PH,615.0
PH,FP,615.0
BR,EQ,301.0
EQ,BR,301.0
BW,RW,855.0
RW,BW,855.0
FJ,WK,19.0
WK,FJ,19.0
FE,JE,313.0
JE,FE,313.0
NJ,UL,727.0
UL,NJ,727.0
MO,PS,494.0
PS,MO,494.0
AG,JE,742.0
JE,AG,742.0
OW,RR,287.0
RR,OW,287.0
FI,NT,148.0
NT,FI,148.0
UR,YE,671.0
YE,UR,671.0
LD,UG,900.0
UG,LD,900.0
NL,WF,390.0
WF,NL,390.0
DV,PM,90.0
PM,DV,90.0
JS,YU,910.0
YU,JS,910.0
HS,RM,303.0
RM,HS,303.0
LF,WA,585.0
WA,LF,585.0
X,EV,833.0
EV,X,833.0
QX,SC,602.0
SC,QX,602.0
CK,UA,736.0
UA,CK,736.0
FX,YO,819.0
YO,FX,819.0
HM,YP,760.0
YP,HM,760.0
HH,LJ,376.0
LJ,HH,376.0
AB,JK,30.0
JK,AB,30.0
IE,RW,460.0
RW,IE,460.0
NG,WL,506.0
WL,NG,506.0
BY,FG,898.0
FG,BY,898.0
YT,ZA,805.0
ZA,YT,805.0
JN,ZA,873.0
ZA,JN,873.0
LQ,NT,869.0
NT,LQ,869.0
PD,SH,796.0
SH,PD,796.0
S,FB,717.0
FB,S,717.0
AQ,UF,424.0
UF,AQ,424.0
EI,IZ,416.0
IZ,EI,416.0
UY,YU,888.0
YU,UY,888.0
HV,NN,552.0
NN,HV,552.0
NS,WV,852.0
WV,NS,852.0
LS,PN,446.0
PN,LS,446.0
AJ,SR,405.0
SR,AJ,405.0
EB,HL,798.0
HL,EB,798.0
EE,RW,225.0
RW,EE,225.0
JW,NY,544.0
NY,JW,544.0
LL,NZ,355.0
NZ,LL,355.0
AN,XG,614.0
XG,AN,614.0
RG,UM,878.0
UM,RG,878.0
TO,WL,771.0
WL,TO,771.0
GD,QN,240.0
QN,GD,240.0
UT,ZA,67.0
ZA,UT,67.0
PV,ZA,149.0
ZA,PV,149.0
AK,LU,422.0
LU,AK,422.0
AP,ZA,789.0
ZA,AP,789.0
RI,WG,619.0
WG,RI,619.0
IF,ZP,73.0
ZP,IF,73.0
DX,QI,698.0
QI,DX,698.0
AE,SX,606.0
SX,AE,606.0
CM,UW,205.0
UW,CM,205.0
AH,AI,673.0
AI,AH,673.0
EU,WV,334.0
WV,EU,334.0
GE,JQ,70.0
JQ,GE,70.0
VF,ZK,177.0
ZK,VF,177.0
EP,JP,534.0
JP,EP,534.0
IC,OD,843.0
OD,IC,843.0
LZ,QD,712.0
QD,LZ,712.0
PM,UR,81.0
UR,PM,81.0
EJ,QS,571.0
QS,EJ,571.0
CO,WQ,751.0
WQ,CO,751.0
CJ,JK,238.0
JK,CJ,238.0
IG,SS,520.0
SS,IG,520.0
GG,LK,572.0
LK,GG,572.0
RU,WQ,592.0
WQ,RU,592.0
TJ,WR,593.0
WR,TJ,593.0
EN,VH,81.0
VH,EN,81.0
KD,OO,468.0
OO,KD,468.0
LV,ZA,336.0
ZA,LV,336.0
N,SM,640.0
SM,N,640.0
RN,VC,530.0
VC,RN,530.0
CC,HW,564.0
HW,CC,564.0
GS,LU,79.0
LU,GS,79.0
TT,UG,465.0
UG,TT,465.0
KF,QI,305.0
QI,KF,305.0
H,ZP,536.0
ZP,H,536.0
MN,SH,549.0
SH,MN,549.0
QA,WV,951.0
WV,QA,951.0
GM,SX,909.0
SX,GM,909.0
EM,LP,93.0
LP,EM,93.0
B,DS,194.0
DS,B,194.0
NW,ZL,972.0
ZL,NW,972.0
CT,VM,1.0
VM,CT,1.0
AT,OE,95.0
OE,AT,95.0
FB,XL,827.0
XL,FB,827.0
GJ,HL,228.0
HL,GJ,228.0
GO,UR,599.0
UR,GO,599.0
I,SS,481.0
SS,I,481.0
PT,VH,192.0
VH,PT,192.0
NT,NZ,403.0
NZ,NT,403.0
CV,XG,567.0
XG,CV,567.0
FD,ZF,19.0
ZF,FD,19.0
GN,MA,769.0
MA,GN,769.0
KA,QO,265.0
QO,KA,265.0
C,ZV,837.0
ZV,C,837.0
BF,OO,957.0
OO,BF,957.0
KX,XB,818.0
XB,KX,818.0
EW,XR,277.0
XR,EW,277.0
BC,DC,924.0
DC,BC,924.0
BH,QI,476.0
QI,BH,476.0
EZ,FC,818.0
FC,EZ,818.0
HE,ZQ,862.0
ZQ,HE,862.0
MB,QZ,566.0
QZ,MB,566.0
OJ,SY,528.0
SY,OJ,528.0
DG,OZ,844.0
OZ,DG,844.0
BG,HR,954.0
HR,BG,954.0
RW,XM,636.0
XM,RW,636.0
VR,WR,62.0
WR,VR,62.0
L,OT,393.0
OT,L,393.0
AV,BO,405.0
BO,AV,405.0
OL,US,741.0
US,OL,741.0
DD,DN,36.0
DN,DD,36.0
BA,OU,995.0
OU,BA,995.0
K,GC,219.0
GC,K,219.0
QI,QO,11.0
QO,QI,11.0
BC,QO,434.0
QO,BC,434.0
FF,MP,271.0
MP,FF,271.0
DF,FH,303.0
FH,DF,303.0
GU,MQ,945.0
MQ,GU,945.0
WD,XB,183.0
XB,WD,183.0
GX,XB,92.0
XB,GX,92.0
KH,RE,973.0
RE,KH,973.0
MP,TD,469.0
TD,MP,469.0
M,HW,195.0
HW,M,195.0
TZ,ZR,376.0
ZR,TZ,376.0
GW,OK,475.0
OK,GW,475.0
LE,XR,597.0
XR,LE,597.0
BO,QY,689.0
QY,BO,689.0
CY,DT,911.0
DT,CY,911.0
FG,FS,896.0
FS,FG,896.0
HJ,XL,141.0
XL,HJ,141.0
IY,XM,889.0
XM,IY,889.0
OQ,TO,528.0
TO,OQ,528.0
F,GI,321.0
GI,F,321.0
LB,MF,752.0
MF,LB,752.0
BN,IH,783.0
IH,BN,783.0
N,AZ,987.0
AZ,N,987.0
BL,FM,140.0
FM,BL,140.0
SL,ST,232.0
ST,SL,232.0
JQ,QT,42.0
QT,JQ,42.0
KV,TI,823.0
TI,KV,823.0
IV,MA,2.0
MA,IV,2.0
SF,ZW,774.0
ZW,SF,774.0
HC,VX,184.0
VX,HC,184.0
JK,XW,414.0
XW,JK,414.0
KZ,XX,150.0
XX,KZ,150.0
W,TY,670.0
TY,W,670.0
QP,RE,811.0
RE,QP,811.0
BJ,RE,448.0
RE,BJ,448.0
BE,DY,457.0
DY,BE,457.0
DM,FX,952.0
FX,DM,952.0
WK,XR,910.0
XR,WK,910.0
JM,ZQ,225.0
ZQ,JM,225.0
KW,ML,69.0
ML,KW,69.0
PE,VS,934.0
VS,PE,934.0
T,IM,213.0
IM,T,213.0
NE,OK,497.0
OK,NE,497.0
CG,XR,173.0
XR,CG,173.0
CB,KL,313.0
KL,CB,313.0
Y,VS,298.0
VS,Y,298.0
JL,QZ,55.0
QZ,JL,55.0
MY,VN,477.0
VN,MY,477.0
BV,RO,10.0
RO,BV,10.0
DK,RP,229.0
RP,DK,229.0
FN,GI,74.0
GI,FN,74.0
JF,YC,415.0
YC,JF,415.0
JA,KW,664.0
KW,JA,664.0
LI,MV,792.0
MV,LI,792.0
U,BP,300.0
BP,U,300.0
SS,TJ,588.0
TJ,SS,588.0
BS,GC,870.0
GC,BS,870.0
WF,XX,832.0
XX,WF,832.0
LC,TY,87.0
TY,LC,87.0
O,IS,551.0
IS,O,551.0
CB,XX,424.0
XX,CB,424.0
SU,VD,501.0
VD,SU,501.0
FJ,PF,766.0
PF,FJ,766.0
HR,RE,583.0
RE,HR,583.0
NM,XR,729.0
XR,NM,729.0
DT,GN,159.0
GN,DT,159.0
FI,GO,513.0
GO,FI,513.0
LD,NB,778.0
NB,LD,778.0
AF,WI,734.0
WI,AF,734.0
HK,PQ,812.0
PQ,HK,812.0
HS,KH,428.0
KH,HS,428.0
LF,OV,318.0
OV,LF,318.0
FZ,UE,426.0
UE,FZ,426.0
CK,MV,272.0
MV,CK,272.0
RA,VI,380.0
VI,RA,380.0
DZ,MW,589.0
MW,DZ,589.0
FX,RJ,62.0
RJ,FX,62.0
NH,XX,426.0
XX,NH,426.0
SZ,TZ,464.0
TZ,SZ,464.0
DO,GT,217.0
GT,DO,217.0
DT,TZ,688.0
TZ,DT,688.0
JJ,NG,117.0
NG,JJ,117.0
CD,LH,605.0
LH,CD,605.0
AD,DZ,868.0
DZ,AD,868.0
RM,VS,560.0
VS,RM,560.0
HY,RU,721.0
RU,HY,721.0
EF,UJ,863.0
UJ,EF,863.0
CU,YX,444.0
YX,CU,444.0
AP,EJ,915.0
EJ,AP,915.0
RF,UE,953.0
UE,RF,953.0
FR,IY,782.0
IY,FR,782.0
GK,KW,369.0
KW,GK,369.0
IE,YD,716.0
YD,IE,716.0
HZ,KX,957.0
KX,HZ,957.0
RJ,YT,558.0
YT,RJ,558.0
EG,NM,156.0
NM,EG,156.0
RH,VY,880.0
VY,RH,880.0
TP,XX,759.0
XX,TP,759.0
EE,KR,316.0
KR,EE,316.0
VE,XY,328.0
XY,VE,328.0
AN,QB,728.0
QB,AN,728.0
AL,NG,679.0
NG,AL,679.0
A,RU,875.0
RU,A,875.0
AK,EP,298.0
EP,AK,298.0
ES,NW,759.0
NW,ES,759.0
VQ,YI,306.0
YI,VQ,306.0
IN,NB,134.0
NB,IN,134.0
AZ,QL,723.0
QL,AZ,723.0
PX,TP,162.0
TP,PX,162.0
IH,UE,198.0
UE,IH,198.0
KP,WD,757.0
WD,KP,757.0
EN,OC,753.0
OC,EN,753.0
AY,GT,27.0
GT,AY,27.0
VL,YO,493.0
YO,VL,493.0
EQ,YN,768.0
YN,EQ,768.0
GT,NG,592.0
NG,GT,592.0
NV,ZD,939.0
ZD,NV,939.0
LV,RV,878.0
RV,LV,878.0
N,LH,15.0
LH,N,15.0
DA,PV,839.0
PV,DA,839.0
IC,UK,308.0
UK,IC,308.0
H,SK,279.0
SK,H,279.0
AR,FF,607.0
FF,AR,607.0
CZ,HE,483.0
HE,CZ,483.0
EJ,WZ,939.0
WZ,EJ,939.0
XM,YZ,869.0
YZ,XM,869.0
IU,NR,435.0
NR,IU,435.0
G,JT,121.0
JT,G,121.0
FB,QG,985.0
QG,FB,985.0
KD,UV,494.0
UV,KD,494.0
BI,SV,397.0
SV,BI,397.0
EV,XJ,740.0
XJ,EV,740.0
CQ,CV,308.0
CV,CQ,308.0
IQ,WO,525.0
WO,IQ,525.0
MN,YO,521.0
YO,MN,521.0
BF,HJ,232.0
HJ,BF,232.0
EX,ZD,134.0
ZD,EX,134.0
VS,ZE,982.0
ZE,VS,982.0
HA,NW,503.0
NW,HA,503.0
IP,NX,753.0
NX,IP,753.0
OK,UK,797.0
UK,OK,797.0
DH,QL,269.0
QL,DH,269.0
QS,WJ,548.0
WJ,QS,548.0
SH,WK,899.0
WK,SH,899.0
HE,SL,383.0
SL,HE,383.0
BD,TB,20.0
TB,BD,20.0
DG,HU,322.0
HU,DG,322.0
EY,SG,192.0
SG,EY,192.0
MO,SV,110.0
SV,MO,110.0
KO,LN,866.0
LN,KO,866.0
Q,UU,697.0
UU,Q,697.0
L,HO,572.0
HO,L,572.0
BA,HP,876.0
HP,BA,876.0
DN,WU,141.0
WU,DN,141.0
RY,SB,48.0
SB,RY,48.0
GV,OC,516.0
OC,GV,516.0
P,MD,394.0
MD,P,394.0
OY,WO,359.0
WO,OY,359.0
QN,WP,262.0
WP,QN,262.0
CX,DL,662.0
DL,CX,662.0
FF,FK,532.0
FK,FF,532.0
GZ,SR,884.0
SR,GZ,884.0
HS,UP,941.0
UP,HS,941.0
DZ,XE,510.0
XE,DZ,510.0
BT,WZ,101.0
WZ,BT,101.0
FL,LT,703.0
LT,FL,703.0
HJ,QG,777.0
QG,HJ,777.0
OV,ZP,287.0
ZP,OV,287.0
AD,OH,673.0
OH,AD,673.0
FF,SW,513.0
SW,FF,513.0
FA,FQ,397.0
FQ,FA,397.0
HN,UV,197.0
UV,HN,197.0
X,VK,621.0
VK,X,621.0
BM,VL,199.0
VL,BM,199.0
DU,XK,859.0
XK,DU,859.0
DP,KE,30.0
KE,DP,30.0
KZ,QS,386.0
QS,KZ,386.0
AB,ZZ,349.0
ZZ,AB,349.0
W,MT,555.0
MT,W,555.0
FR,TG,100.0
TG,FR,100.0
DR,LY,271.0
LY,DR,271.0
NB,ZU,685.0
ZU,NB,685.0
Y,ON,886.0
ON,Y,886.0
T,BH,679.0
BH,T,679.0
CG,QM,257.0
QM,CG,257.0
SR,TB,833.0
TB,SR,833.0
DL,TB,249.0
TB,DL,249.0
QW,YZ,739.0
YZ,QW,739.0
HD,HV,460.0
HV,HD,460.0
JQ,XA,12.0
XA,JQ,12.0
JL,JU,237.0
JU,JL,237.0
S,VQ,948.0
VQ,S,948.0
SV,XQ,479.0
XQ,SV,479.0
LN,SW,149.0
SW,LN,149.0
BZ,OY,998.0
OY,BZ,998.0
PA,XK,146.0
XK,PA,146.0
BX,MD,920.0
MD,BX,920.0
HU,VL,458.0
VL,HU,458.0
FU,OD,655.0
OD,FU,655.0
O,BN,760.0
BN,O,760.0
DW,KU,334.0
KU,DW,334.0
AM,QR,967.0
QR,AM,967.0
BW,DM,599.0
DM,BW,599.0
XC,XF,228.0
XF,XC,228.0
RB,XV,29.0
XV,RB,29.0
BQ,KP,303.0
KP,BQ,303.0
CO,ZT,821.0
ZT,CO,821.0
JT,TB,707.0
TB,JT,707.0
LI,TC,29.0
TC,LI,29.0
AA,BX,273.0
BX,AA,273.0
AF,PD,646.0
PD,AF,646.0
NQ,VB,893.0
VB,NQ,893.0
EA,OI,698.0
OI,EA,698.0
JS,KK,1.0
KK,JS,1.0
JX,XQ,369.0
XQ,JX,369.0
PN,QX,324.0
QX,PN,324.0
CC,KZ,167.0
KZ,CC,167.0
CK,FQ,454.0
FQ,CK,454.0
DZ,FR,930.0
FR,DZ,930.0
UP,VM,934.0
VM,UP,934.0
VI,XK,771.0
XK,VI,771.0
GC,XK,111.0
XK,GC,111.0
WX,XL,1.0
XL,WX,1.0
LU,TM,41.0
TM,LU,41.0
ZF,ZK,394.0
ZK,ZF,394.0
NJ,TN,36.0
TN,NJ,36.0
TA,VL,257.0
VL,TA,257.0
PH,YA,331.0
YA,PH,331.0
AG,IG,189.0
IG,AG,189.0
RP,ZZ,822.0
ZZ,RP,822.0
CJ,ZZ,138.0
ZZ,CJ,138.0
EM,OS,931.0
OS,EM,931.0
GB,OT,666.0
OT,GB,666.0
IB,WB,757.0
WB,IB,757.0
AT,RH,893.0
RH,AT,893.0
EL,GB,595.0
GB,EL,595.0
FQ,IQ,940.0
IQ,FQ,940.0
ID,XV,272.0
XV,ID,272.0
KG,MO,892.0
MO,KG,892.0
XL,ZP,518.0
ZP,XL,518.0
GH,WG,496.0
WG,GH,496.0
KC,VL,891.0
VL,KC,891.0
AO,RN,917.0
RN,AO,917.0
AJ,EH,426.0
EH,AJ,426.0
CR,GG,314.0
GG,CR,314.0
GJ,YA,485.0
YA,GJ,485.0
MB,UC,561.0
UC,MB,561.0
KB,MU,826.0
MU,KB,826.0
AN,IW,602.0
IW,AN,602.0
NO,RI,641.0
RI,NO,641.0
PW,TH,792.0
TH,PW,792.0
AQ,TH,182.0
TH,AQ,182.0
JV,TX,298.0
TX,JV,298.0
PP,RT,7.0
RT,PP,7.0
EZ,VR,414.0
VR,EZ,414.0
IH,MZ,155.0
MZ,IH,155.0
KP,OY,240.0
OY,KP,240.0
ME,OZ,884.0
OZ,ME,884.0
BB,LA,828.0
LA,BB,828.0
BG,YG,751.0
YG,BG,751.0
KJ,WB,431.0
WB,KJ,431.0
AV,SD,459.0
SD,AV,459.0
EN,GX,729.0
GX,EN,729.0
GQ,YQ,301.0
YQ,GQ,301.0
IF,YR,884.0
YR,IF,884.0
EQ,RI,114.0
RI,EQ,114.0
MQ,PJ,80.0
PJ,MQ,80.0
QD,TX,518.0
TX,QD,518.0
DA,IQ,613.0
IQ,DA,613.0
EP,IR,780.0
IR,EP,780.0
IX,RY,952.0
RY,IX,952.0
VF,YM,374.0
YM,VF,374.0
IV,PD,522.0
PD,IV,522.0
FC,RS,184.0
RS,FC,184.0
G,CO,976.0
CO,G,976.0
SE,UI,299.0
UI,SE,299.0
E,T,379.0
T,E,379.0
BJ,UH,340.0
UH,BJ,340.0
FG,WH,598.0
WH,FG,598.0
IO,NP,152.0
NP,IO,152.0
GT,TN,575.0
TN,GT,575.0
KD,NQ,43.0
NQ,KD,43.0
ML,PP,839.0
PP,ML,839.0
HD,SD,960.0
SD,HD,960.0
FD,KV,809.0
KV,FD,809.0
ON,YR,477.0
YR,ON,477.0
MN,RJ,565.0
RJ,MN,565.0
C,LL,555.0
LL,C,555.0
BK,NK,119.0
NK,BK,119.0
QK,UN,402.0
UN,QK,402.0
BE,UN,982.0
UN,BE,982.0
DH,JG,95.0
JG,DH,95.0
EW,JH,889.0
JH,EW,889.0
FU,YL,459.0
YL,FU,459.0
HE,LG,859.0
LG,HE,859.0
T,ZB,270.0
ZB,T,270.0
DJ,LA,838.0
LA,DJ,838.0
KT,RO,302.0
RO,KT,302.0
FN,WX,323.0
WX,FN,323.0
GV,GX,58.0
GX,GV,58.0
MS,QF,391.0
QF,MS,391.0
SN,WS,755.0
WS,SN,755.0
DH,WS,86.0
WS,DH,86.0
DC,JM,741.0
JM,DC,741.0
BS,WR,667.0
WR,BS,667.0
HS,NK,659.0
NK,HS,659.0
LF,RY,982.0
RY,LF,982.0
O,ZH,470.0
ZH,O,470.0
OU,ZH,695.0
ZH,OU,695.0
DT,XC,800.0
XC,DT,800.0
FI,XD,53.0
XD,FI,53.0
BT,PU,53.0
PU,BT,53.0
IY,JC,322.0
JC,IY,322.0
AA,ZR,875.0
ZR,AA,875.0
NG,SJ,704.0
SJ,NG,704.0
AI,UI,19.0
UI,AI,19.0
AD,HC,630.0
HC,AD,630.0
UQ,YX,618.0
YX,UQ,618.0
FF,LR,605.0
